light ,temperature ,humidity ,comfortable
  249 ,      32.13 ,   45.31 ,          0
  249 ,      32.12 ,   45.31 ,          0
  244 ,      32.13 ,   45.31 ,          0
  244 ,      32.13 ,   45.31 ,          0
  258 ,      32.13 ,   45.31 ,          0
  258 ,      32.13 ,   45.31 ,          0
  259 ,      32.13 ,   45.31 ,          0
  259 ,      32.13 ,   45.3  ,          0
  234 ,      32.13 ,   45.3  ,          0
  234 ,      32.13 ,   45.3  ,          0
  239 ,      32.13 ,   45.3  ,          0
  239 ,      32.15 ,   45.28 ,          0
  190 ,      32.12 ,   45.3  ,          0
  190 ,      32.13 ,   45.28 ,          0
   97 ,      32.12 ,   45.22 ,          0
   97 ,      32.12 ,   45.18 ,          0
   11 ,      32.11 ,   45.16 ,          0
   11 ,      32.09 ,   45.18 ,          0
    4 ,      32.07 ,   45.2  ,          0
    4 ,      32.07 ,   45.18 ,          0
    7 ,      32.04 ,   45.18 ,          0
    7 ,      32.05 ,   45.18 ,          0
    3 ,      32.02 ,   45.18 ,          0
    3 ,      32.02 ,   45.16 ,          0
    4 ,      32.0  ,   45.14 ,          0
    4 ,      32.0  ,   45.1  ,          0
    4 ,      31.98 ,   45.04 ,          0
    4 ,      31.98 ,   45.0  ,          0
    4 ,      31.97 ,   45.02 ,          0
    4 ,      31.97 ,   45.0  ,          0
   14 ,      31.96 ,   45.02 ,          0
   14 ,      31.96 ,   45.03 ,          0
    9 ,      31.93 ,   45.03 ,          0
    9 ,      31.94 ,   45.03 ,          0
    5 ,      31.93 ,   45.03 ,          0
    5 ,      31.91 ,   45.05 ,          0
    4 ,      31.9  ,   45.07 ,          0
    4 ,      31.9  ,   45.09 ,          0
   10 ,      31.9  ,   45.1  ,          0
   10 ,      31.89 ,   45.1  ,          0
    9 ,      31.87 ,   45.1  ,          0
    9 ,      31.89 ,   45.08 ,          0
    3 ,      31.86 ,   45.06 ,          0
    3 ,      31.85 ,   45.04 ,          0
    3 ,      31.85 ,   45.02 ,          0
    3 ,      31.83 ,   45.0  ,          0
    4 ,      31.82 ,   45.05 ,          0
    4 ,      31.81 ,   45.1  ,          0
   16 ,      31.79 ,   45.15 ,          0
   16 ,      31.81 ,   45.17 ,          0
    3 ,      31.78 ,   45.2  ,          0
    3 ,      31.78 ,   45.3  ,          0
    3 ,      31.76 ,   45.38 ,          0
    3 ,      31.78 ,   45.45 ,          0
    6 ,      31.76 ,   45.54 ,          0
    6 ,      31.76 ,   45.63 ,          0
    7 ,      31.75 ,   45.62 ,          0
    7 ,      31.75 ,   45.62 ,          0
    4 ,      31.72 ,   45.62 ,          0
    4 ,      31.72 ,   45.63 ,          0
   14 ,      31.71 ,   45.63 ,          0
   14 ,      31.71 ,   45.63 ,          0
    3 ,      31.68 ,   45.61 ,          0
    3 ,      31.68 ,   45.63 ,          0
    3 ,      31.67 ,   45.65 ,          0
    3 ,      31.66 ,   45.67 ,          0
   17 ,      31.64 ,   45.68 ,          0
   17 ,      31.64 ,   45.7  ,          0
    3 ,      31.63 ,   45.75 ,          0
    3 ,      31.63 ,   45.76 ,          0
    3 ,      31.61 ,   45.77 ,          0
    3 ,      31.6  ,   45.81 ,          0
    5 ,      31.6  ,   45.83 ,          0
    5 ,      31.59 ,   45.81 ,          0
    8 ,      31.59 ,   45.88 ,          0
    8 ,      31.57 ,   45.98 ,          0
    3 ,      31.57 ,   46.08 ,          0
    3 ,      31.57 ,   46.08 ,          0
    3 ,      31.56 ,   46.05 ,          0
    3 ,      31.55 ,   46.04 ,          0
   11 ,      31.55 ,   46.03 ,          0
   11 ,      31.53 ,   46.03 ,          0
    3 ,      31.52 ,   46.03 ,          0
    3 ,      31.52 ,   46.01 ,          0
    3 ,      31.51 ,   45.99 ,          0
    3 ,      31.51 ,   45.97 ,          0
   12 ,      31.51 ,   45.97 ,          0
   12 ,      31.49 ,   45.95 ,          0
    3 ,      31.49 ,   45.93 ,          0
    3 ,      31.48 ,   45.91 ,          0
    3 ,      31.46 ,   45.91 ,          0
    3 ,      31.45 ,   45.88 ,          0
    7 ,      31.45 ,   45.86 ,          0
    7 ,      31.43 ,   45.88 ,          0
    4 ,      31.41 ,   45.88 ,          0
    4 ,      31.4  ,   45.9  ,          0
   12 ,      31.4  ,   45.9  ,          0
   12 ,      31.4  ,   45.9  ,          0
    4 ,      31.4  ,   45.91 ,          0
    4 ,      31.39 ,   45.94 ,          0
    4 ,      31.37 ,   45.93 ,          0
    4 ,      31.37 ,   45.93 ,          0
   12 ,      31.37 ,   45.91 ,          0
   12 ,      31.37 ,   45.93 ,          0
    7 ,      31.35 ,   45.93 ,          0
    7 ,      31.35 ,   45.93 ,          0
    4 ,      31.32 ,   45.93 ,          0
    4 ,      31.32 ,   45.95 ,          0
    3 ,      31.3  ,   45.96 ,          0
    3 ,      31.3  ,   45.98 ,          0
   12 ,      31.29 ,   46.0  ,          0
   12 ,      31.28 ,   46.0  ,          0
    8 ,      31.26 ,   46.0  ,          0
    8 ,      31.26 ,   46.08 ,          0
    3 ,      31.26 ,   46.12 ,          0
    3 ,      31.25 ,   46.12 ,          0
    4 ,      31.25 ,   46.22 ,          0
    4 ,      31.24 ,   46.27 ,          0
   17 ,      31.21 ,   46.29 ,          0
   17 ,      31.2  ,   46.42 ,          0
    5 ,      31.18 ,   46.46 ,          0
    5 ,      31.17 ,   46.52 ,          0
    5 ,      31.17 ,   46.52 ,          0
    5 ,      31.17 ,   46.5  ,          0
   13 ,      31.17 ,   46.56 ,          0
   13 ,      31.16 ,   46.6  ,          0
    6 ,      31.16 ,   46.62 ,          0
    6 ,      31.14 ,   46.72 ,          0
    4 ,      31.12 ,   46.79 ,          0
    4 ,      31.12 ,   46.83 ,          0
    4 ,      31.1  ,   46.9  ,          0
    4 ,      31.1  ,   46.92 ,          0
   10 ,      31.09 ,   46.95 ,          0
   10 ,      31.09 ,   47.01 ,          0
    3 ,      31.08 ,   47.03 ,          0
    3 ,      31.09 ,   47.05 ,          0
    4 ,      31.08 ,   47.09 ,          0
    4 ,      31.06 ,   47.14 ,          0
   18 ,      31.05 ,   47.13 ,          0
   18 ,      31.05 ,   47.14 ,          0
    3 ,      31.03 ,   47.11 ,          0
    3 ,      31.03 ,   47.07 ,          0
    4 ,      31.03 ,   47.09 ,          0
    4 ,      31.02 ,   47.08 ,          0
    5 ,      31.02 ,   47.06 ,          0
    5 ,      31.01 ,   47.06 ,          0
    4 ,      30.99 ,   47.08 ,          0
    4 ,      30.99 ,   47.04 ,          0
    4 ,      30.99 ,   47.08 ,          0
    4 ,      30.98 ,   47.08 ,          0
   10 ,      30.95 ,   47.06 ,          0
   10 ,      30.95 ,   47.13 ,          0
    3 ,      30.97 ,   47.11 ,          0
    3 ,      30.94 ,   47.11 ,          0
    4 ,      30.94 ,   47.14 ,          0
    4 ,      30.94 ,   47.13 ,          0
   22 ,      30.93 ,   47.13 ,          0
   22 ,      30.93 ,   47.16 ,          0
    8 ,      30.91 ,   47.14 ,          0
    8 ,      30.9  ,   47.14 ,          0
    4 ,      30.9  ,   47.18 ,          0
    4 ,      30.88 ,   47.13 ,          0
   11 ,      30.87 ,   47.19 ,          0
   11 ,      30.87 ,   47.19 ,          0
   12 ,      30.86 ,   47.17 ,          0
   12 ,      30.86 ,   47.26 ,          0
    4 ,      30.86 ,   47.28 ,          0
    4 ,      30.84 ,   47.26 ,          0
    7 ,      30.84 ,   47.38 ,          0
    7 ,      30.84 ,   47.4  ,          0
    8 ,      30.82 ,   47.42 ,          0
    8 ,      30.82 ,   47.55 ,          0
    5 ,      30.8  ,   47.56 ,          0
    5 ,      30.8  ,   47.54 ,          0
    8 ,      30.78 ,   47.64 ,          0
    8 ,      30.78 ,   47.64 ,          0
    6 ,      30.78 ,   47.61 ,          0
    6 ,      30.76 ,   47.69 ,          0
    6 ,      30.75 ,   47.67 ,          0
    6 ,      30.75 ,   47.65 ,          0
   15 ,      30.75 ,   47.73 ,          0
   15 ,      30.75 ,   47.74 ,          0
    3 ,      30.72 ,   47.74 ,          0
    3 ,      30.72 ,   47.76 ,          0
    4 ,      30.71 ,   47.78 ,          0
    4 ,      30.71 ,   47.74 ,          0
   15 ,      30.71 ,   47.82 ,          0
   15 ,      30.69 ,   47.82 ,          0
    4 ,      30.69 ,   47.82 ,          0
    4 ,      30.68 ,   47.87 ,          0
    4 ,      30.68 ,   47.91 ,          0
    4 ,      30.68 ,   47.91 ,          0
   11 ,      30.67 ,   47.95 ,          0
   11 ,      30.65 ,   47.96 ,          0
    4 ,      30.65 ,   47.95 ,          0
    4 ,      30.64 ,   47.93 ,          0
    4 ,      30.64 ,   47.93 ,          0
    4 ,      30.64 ,   47.91 ,          0
   12 ,      30.61 ,   47.89 ,          0
   12 ,      30.63 ,   47.93 ,          0
    5 ,      30.61 ,   47.95 ,          0
    5 ,      30.61 ,   47.99 ,          0
    5 ,      30.6  ,   48.06 ,          0
    5 ,      30.61 ,   48.12 ,          0
    9 ,      30.6  ,   48.16 ,          0
    9 ,      30.6  ,   48.2  ,          0
    4 ,      30.58 ,   48.22 ,          0
    4 ,      30.57 ,   48.28 ,          0
    6 ,      30.57 ,   48.3  ,          0
    6 ,      30.57 ,   48.28 ,          0
   11 ,      30.56 ,   48.28 ,          0
   11 ,      30.54 ,   48.32 ,          0
    7 ,      30.53 ,   48.3  ,          0
    7 ,      30.53 ,   48.32 ,          0
    6 ,      30.53 ,   48.28 ,          0
    6 ,      30.52 ,   48.27 ,          0
    4 ,      30.52 ,   48.27 ,          0
    4 ,      30.5  ,   48.25 ,          0
   12 ,      30.5  ,   48.19 ,          0
   12 ,      30.5  ,   48.19 ,          0
    5 ,      30.47 ,   48.16 ,          0
    5 ,      30.47 ,   48.16 ,          0
    4 ,      30.47 ,   48.13 ,          0
    4 ,      30.45 ,   48.08 ,          0
    9 ,      30.45 ,   48.08 ,          0
    9 ,      30.43 ,   48.08 ,          0
    5 ,      30.43 ,   48.05 ,          0
    5 ,      30.42 ,   48.08 ,          0
    7 ,      30.42 ,   48.08 ,          0
    7 ,      30.42 ,   48.05 ,          0
    9 ,      30.41 ,   48.09 ,          0
    9 ,      30.39 ,   48.08 ,          0
    5 ,      30.38 ,   48.06 ,          0
    5 ,      30.39 ,   48.14 ,          0
    5 ,      30.37 ,   48.16 ,          0
    5 ,      30.37 ,   48.14 ,          0
    4 ,      30.37 ,   48.21 ,          0
    4 ,      30.38 ,   48.19 ,          0
    8 ,      30.37 ,   48.17 ,          0
    8 ,      30.37 ,   48.22 ,          0
    7 ,      30.34 ,   48.2  ,          0
    7 ,      30.34 ,   48.17 ,          0
   11 ,      30.32 ,   48.14 ,          0
   11 ,      30.32 ,   48.14 ,          0
    6 ,      30.3  ,   48.12 ,          0
    6 ,      30.3  ,   48.12 ,          0
    6 ,      30.28 ,   48.14 ,          0
    6 ,      30.28 ,   48.14 ,          0
   11 ,      30.28 ,   48.14 ,          0
   11 ,      30.28 ,   48.14 ,          0
   14 ,      30.26 ,   48.12 ,          0
   14 ,      30.27 ,   48.12 ,          0
   11 ,      30.24 ,   48.15 ,          0
   11 ,      30.24 ,   48.19 ,          0
   12 ,      30.23 ,   48.2  ,          0
   12 ,      30.23 ,   48.3  ,          0
   14 ,      30.22 ,   48.33 ,          0
   14 ,      30.23 ,   48.33 ,          0
   11 ,      30.2  ,   48.33 ,          0
   11 ,      30.2  ,   48.43 ,          0
   15 ,      30.2  ,   48.45 ,          0
   15 ,      30.19 ,   48.49 ,          0
   12 ,      30.17 ,   48.49 ,          0
   12 ,      30.16 ,   48.48 ,          0
   19 ,      30.16 ,   48.51 ,          0
   19 ,      30.16 ,   48.51 ,          0
   49 ,      30.13 ,   48.53 ,          0
   49 ,      30.15 ,   48.63 ,          0
   24 ,      30.13 ,   48.67 ,          0
   24 ,      30.13 ,   48.67 ,          0
  156 ,      30.12 ,   48.7  ,          0
  156 ,      30.11 ,   48.75 ,          0
   33 ,      30.09 ,   48.8  ,          0
   33 ,      30.09 ,   48.78 ,          0
  133 ,      30.08 ,   48.8  ,          0
  133 ,      30.08 ,   48.8  ,          0
   22 ,      30.07 ,   48.77 ,          0
   22 ,      30.07 ,   48.75 ,          0
   56 ,      30.05 ,   48.78 ,          0
   56 ,      30.05 ,   48.8  ,          0
   15 ,      30.04 ,   48.78 ,          0
   15 ,      30.02 ,   48.78 ,          0
   18 ,      30.01 ,   48.8  ,          0
   18 ,      30.0  ,   48.8  ,          0
   15 ,      30.0  ,   48.78 ,          0
   15 ,      29.98 ,   48.78 ,          0
   15 ,      29.98 ,   48.8  ,          0
   15 ,      29.97 ,   48.83 ,          0
   18 ,      29.97 ,   48.82 ,          0
   18 ,      29.97 ,   48.83 ,          0
   16 ,      29.96 ,   48.84 ,          0
   16 ,      29.96 ,   48.84 ,          0
   23 ,      29.94 ,   48.82 ,          1
   23 ,      29.94 ,   48.82 ,          1
   19 ,      29.93 ,   48.82 ,          0
   19 ,      29.93 ,   48.8  ,          0
   47 ,      29.92 ,   48.78 ,          1
   47 ,      29.92 ,   48.8  ,          1
   27 ,      29.9  ,   48.82 ,          1
   27 ,      29.92 ,   48.8  ,          1
   77 ,      29.89 ,   48.8  ,          1
   77 ,      29.89 ,   48.83 ,          1
   26 ,      29.87 ,   48.85 ,          1
   26 ,      29.87 ,   48.83 ,          1
   76 ,      29.86 ,   48.87 ,          1
   76 ,      29.86 ,   48.91 ,          1
   30 ,      29.85 ,   48.91 ,          1
   30 ,      29.85 ,   48.93 ,          1
   77 ,      29.85 ,   49.0  ,          1
   77 ,      29.83 ,   49.03 ,          1
   22 ,      29.82 ,   49.06 ,          1
   22 ,      29.82 ,   49.09 ,          1
   29 ,      29.8  ,   49.15 ,          1
   29 ,      29.8  ,   49.18 ,          1
   17 ,      29.78 ,   49.2  ,          0
   17 ,      29.78 ,   49.22 ,          0
   16 ,      29.75 ,   49.28 ,          0
   16 ,      29.75 ,   49.31 ,          0
   38 ,      29.74 ,   49.3  ,          1
   38 ,      29.75 ,   49.34 ,          1
   26 ,      29.74 ,   49.38 ,          1
   26 ,      29.74 ,   49.38 ,          1
   82 ,      29.71 ,   49.38 ,          1
   82 ,      29.71 ,   49.41 ,          1
   34 ,      29.71 ,   49.41 ,          1
   34 ,      29.69 ,   49.41 ,          1
   39 ,      29.7  ,   49.45 ,          1
   39 ,      29.69 ,   49.51 ,          1
   17 ,      29.67 ,   49.51 ,          0
   17 ,      29.69 ,   49.55 ,          0
   14 ,      29.67 ,   49.59 ,          0
   14 ,      29.67 ,   49.67 ,          0
   22 ,      29.66 ,   49.67 ,          1
   22 ,      29.66 ,   49.72 ,          1
   15 ,      29.65 ,   49.78 ,          0
   15 ,      29.65 ,   49.78 ,          0
   42 ,      29.63 ,   49.78 ,          1
   42 ,      29.63 ,   49.78 ,          1
   12 ,      29.63 ,   49.76 ,          0
   12 ,      29.62 ,   49.76 ,          0
   47 ,      29.6  ,   49.76 ,          1
   47 ,      29.62 ,   49.74 ,          1
   99 ,      29.62 ,   49.74 ,          1
   99 ,      29.62 ,   49.74 ,          1
   38 ,      29.6  ,   49.77 ,          1
   38 ,      29.6  ,   49.79 ,          1
  133 ,      29.6  ,   49.81 ,          1
  133 ,      29.59 ,   49.83 ,          1
   27 ,      29.58 ,   49.86 ,          1
   27 ,      29.56 ,   49.88 ,          1
  121 ,      29.56 ,   49.88 ,          1
  121 ,      29.56 ,   49.88 ,          1
   94 ,      29.55 ,   49.88 ,          1
   94 ,      29.55 ,   49.84 ,          1
  173 ,      29.55 ,   49.84 ,          1
  173 ,      29.54 ,   49.84 ,          1
  130 ,      29.52 ,   49.83 ,          1
  130 ,      29.52 ,   49.81 ,          1
   33 ,      29.52 ,   49.83 ,          1
   33 ,      29.51 ,   49.87 ,          1
  135 ,      29.51 ,   49.87 ,          1
  135 ,      29.51 ,   49.89 ,          1
   17 ,      29.5  ,   49.92 ,          0
   17 ,      29.5  ,   49.94 ,          0
  105 ,      29.48 ,   49.96 ,          1
  105 ,      29.48 ,   49.98 ,          1
   47 ,      29.47 ,   50.06 ,          1
   47 ,      29.47 ,   50.07 ,          1
  138 ,      29.45 ,   50.08 ,          1
  138 ,      29.45 ,   50.16 ,          1
   90 ,      29.45 ,   50.18 ,          1
   90 ,      29.44 ,   50.18 ,          1
   84 ,      29.45 ,   50.18 ,          1
   84 ,      29.44 ,   50.16 ,          1
  134 ,      29.43 ,   50.12 ,          1
  134 ,      29.43 ,   50.1  ,          1
    4 ,      29.41 ,   50.08 ,          0
    4 ,      29.43 ,   50.05 ,          0
  108 ,      29.4  ,   50.02 ,          1
  108 ,      29.4  ,   50.01 ,          1
   69 ,      29.39 ,   49.99 ,          1
   69 ,      29.39 ,   49.98 ,          1
    7 ,      29.37 ,   50.0  ,          0
    7 ,      29.37 ,   49.98 ,          0
  122 ,      29.37 ,   49.96 ,          1
  122 ,      29.36 ,   49.98 ,          1
    5 ,      29.35 ,   50.0  ,          0
    5 ,      29.35 ,   50.0  ,          0
  168 ,      29.35 ,   50.04 ,          1
  168 ,      29.35 ,   50.06 ,          1
   43 ,      29.33 ,   50.05 ,          1
   43 ,      29.32 ,   50.07 ,          1
    5 ,      29.32 ,   50.07 ,          0
    5 ,      29.32 ,   50.07 ,          0
  125 ,      29.32 ,   50.07 ,          1
  125 ,      29.3  ,   50.08 ,          1
   63 ,      29.3  ,   50.1  ,          1
   63 ,      29.29 ,   50.13 ,          1
   11 ,      29.29 ,   50.14 ,          0
   11 ,      29.28 ,   50.15 ,          0
   96 ,      29.28 ,   50.13 ,          1
   96 ,      29.28 ,   50.15 ,          1
    5 ,      29.26 ,   50.15 ,          0
    5 ,      29.26 ,   50.15 ,          0
  134 ,      29.25 ,   50.17 ,          1
  134 ,      29.25 ,   50.16 ,          1
   98 ,      29.25 ,   50.19 ,          1
   98 ,      29.25 ,   50.2  ,          1
    5 ,      29.24 ,   50.21 ,          0
    5 ,      29.22 ,   50.21 ,          0
   84 ,      29.22 ,   50.21 ,          1
   84 ,      29.22 ,   50.25 ,          1
   26 ,      29.22 ,   50.25 ,          1
   26 ,      29.21 ,   50.25 ,          1
    7 ,      29.21 ,   50.29 ,          0
    7 ,      29.21 ,   50.31 ,          0
   82 ,      29.21 ,   50.33 ,          1
   82 ,      29.2  ,   50.33 ,          1
    4 ,      29.2  ,   50.34 ,          0
    4 ,      29.18 ,   50.34 ,          0
   17 ,      29.18 ,   50.34 ,          0
   17 ,      29.17 ,   50.39 ,          0
  140 ,      29.18 ,   50.41 ,          1
  140 ,      29.17 ,   50.41 ,          1
    5 ,      29.15 ,   50.43 ,          0
    5 ,      29.14 ,   50.41 ,          0
  131 ,      29.14 ,   50.43 ,          1
  131 ,      29.14 ,   50.43 ,          1
   80 ,      29.13 ,   50.43 ,          1
   80 ,      29.13 ,   50.41 ,          1
   10 ,      29.11 ,   50.41 ,          0
   10 ,      29.13 ,   50.41 ,          0
   99 ,      29.13 ,   50.41 ,          1
   99 ,      29.13 ,   50.41 ,          1
    7 ,      29.11 ,   50.41 ,          0
    7 ,      29.13 ,   50.41 ,          0
    7 ,      29.13 ,   50.41 ,          0
    7 ,      29.13 ,   50.41 ,          0
    5 ,      29.13 ,   50.41 ,          0
    5 ,      29.13 ,   50.43 ,          0
    8 ,      29.11 ,   50.43 ,          0
    8 ,      29.13 ,   50.43 ,          0
   11 ,      29.11 ,   50.42 ,          0
   11 ,      29.1  ,   50.42 ,          0
  192 ,      29.1  ,   50.42 ,          1
  192 ,      29.1  ,   50.44 ,          1
  238 ,      29.09 ,   50.44 ,          1
  238 ,      29.09 ,   50.44 ,          1
  137 ,      29.1  ,   50.45 ,          1
  137 ,      29.1  ,   50.45 ,          1
  129 ,      29.1  ,   50.47 ,          1
  129 ,      29.1  ,   50.47 ,          1
  121 ,      29.09 ,   50.47 ,          1
  121 ,      29.1  ,   50.47 ,          1
  136 ,      29.09 ,   50.49 ,          1
  136 ,      29.06 ,   50.49 ,          1
  120 ,      29.07 ,   50.49 ,          1
  120 ,      29.07 ,   50.51 ,          1
  107 ,      29.07 ,   50.53 ,          1
  107 ,      29.07 ,   50.55 ,          1
  129 ,      29.07 ,   50.57 ,          1
  129 ,      29.06 ,   50.6  ,          1
  149 ,      29.04 ,   50.62 ,          1
  149 ,      29.04 ,   50.62 ,          1
  132 ,      29.04 ,   50.63 ,          1
  132 ,      29.04 ,   50.65 ,          1
  148 ,      29.03 ,   50.68 ,          1
  148 ,      29.03 ,   50.7  ,          1
  119 ,      29.03 ,   50.72 ,          1
  119 ,      29.03 ,   50.78 ,          1
  132 ,      29.03 ,   50.81 ,          1
  132 ,      29.02 ,   50.85 ,          1
  124 ,      29.02 ,   50.89 ,          1
  124 ,      29.02 ,   51.0  ,          1
  139 ,      29.0  ,   51.08 ,          1
  139 ,      29.0  ,   51.15 ,          1
   96 ,      29.0  ,   51.19 ,          1
   96 ,      29.0  ,   51.24 ,          1
  104 ,      28.99 ,   51.26 ,          1
  104 ,      29.0  ,   51.3  ,          1
   79 ,      28.98 ,   51.34 ,          1
   79 ,      28.99 ,   51.37 ,          1
   99 ,      28.98 ,   51.43 ,          1
   99 ,      28.98 ,   51.45 ,          1
   98 ,      28.98 ,   51.48 ,          1
   98 ,      28.98 ,   51.51 ,          1
  117 ,      28.98 ,   51.55 ,          1
  117 ,      28.98 ,   51.63 ,          1
  137 ,      28.98 ,   51.7  ,          1
  137 ,      28.96 ,   51.76 ,          1
  144 ,      28.95 ,   51.77 ,          1
  144 ,      28.96 ,   51.83 ,          1
  173 ,      28.96 ,   51.88 ,          1
  173 ,      28.96 ,   51.92 ,          1
  182 ,      28.95 ,   51.96 ,          1
  182 ,      28.95 ,   51.97 ,          1
  104 ,      28.94 ,   51.97 ,          1
  104 ,      28.94 ,   51.97 ,          1
  177 ,      28.94 ,   51.97 ,          1
  177 ,      28.94 ,   51.96 ,          1
  192 ,      28.92 ,   51.94 ,          1
  192 ,      28.94 ,   51.92 ,          1
  194 ,      28.92 ,   51.88 ,          1
  194 ,      28.91 ,   51.85 ,          1
   98 ,      28.92 ,   51.83 ,          1
   98 ,      28.92 ,   51.78 ,          1
  177 ,      28.91 ,   51.74 ,          1
  177 ,      28.91 ,   51.72 ,          1
  195 ,      28.91 ,   51.67 ,          1
  195 ,      28.91 ,   51.67 ,          1
  189 ,      28.89 ,   51.65 ,          1
  189 ,      28.88 ,   51.63 ,          1
  100 ,      28.87 ,   51.63 ,          1
  100 ,      28.88 ,   51.61 ,          1
  175 ,      28.88 ,   51.61 ,          1
  175 ,      28.87 ,   51.61 ,          1
   84 ,      28.87 ,   51.61 ,          1
   84 ,      28.85 ,   51.63 ,          1
  137 ,      28.85 ,   51.67 ,          1
  137 ,      28.85 ,   51.67 ,          1
  176 ,      28.85 ,   51.66 ,          1
  176 ,      28.84 ,   51.69 ,          1
  283 ,      28.84 ,   51.72 ,          1
  283 ,      28.84 ,   51.76 ,          1
  281 ,      28.83 ,   51.76 ,          1
  281 ,      28.81 ,   51.81 ,          1
  149 ,      28.83 ,   51.81 ,          1
  149 ,      28.83 ,   51.83 ,          1
  150 ,      28.79 ,   51.83 ,          1
  150 ,      28.81 ,   51.83 ,          1
  203 ,      28.79 ,   51.85 ,          1
  203 ,      28.79 ,   51.83 ,          1
  250 ,      28.79 ,   51.81 ,          1
  250 ,      28.79 ,   51.79 ,          1
  254 ,      28.76 ,   51.79 ,          1
  254 ,      28.78 ,   51.77 ,          1
  290 ,      28.75 ,   51.74 ,          1
  290 ,      28.75 ,   51.72 ,          1
  245 ,      28.73 ,   51.71 ,          1
  245 ,      28.73 ,   51.67 ,          1
  277 ,      28.73 ,   51.65 ,          1
  277 ,      28.73 ,   51.63 ,          1
  278 ,      28.73 ,   51.61 ,          1
  278 ,      28.73 ,   51.59 ,          1
  278 ,      28.71 ,   51.58 ,          1
  278 ,      28.72 ,   51.56 ,          1
  139 ,      28.72 ,   51.56 ,          1
  139 ,      28.72 ,   51.56 ,          1
  283 ,      28.71 ,   51.54 ,          1
  283 ,      28.71 ,   51.56 ,          1
  126 ,      28.71 ,   51.56 ,          1
  126 ,      28.71 ,   51.56 ,          1
   51 ,      28.69 ,   51.56 ,          1
   51 ,      28.69 ,   51.56 ,          1
  182 ,      28.68 ,   51.58 ,          1
  182 ,      28.68 ,   51.55 ,          1
  144 ,      28.67 ,   51.57 ,          1
  144 ,      28.67 ,   51.59 ,          1
  183 ,      28.65 ,   51.59 ,          1
  183 ,      28.65 ,   51.59 ,          1
   89 ,      28.65 ,   51.61 ,          1
   89 ,      28.65 ,   51.61 ,          1
  111 ,      28.64 ,   51.63 ,          1
  111 ,      28.64 ,   51.64 ,          1
  182 ,      28.63 ,   51.68 ,          1
  182 ,      28.64 ,   51.72 ,          1
   80 ,      28.63 ,   51.74 ,          1
   80 ,      28.61 ,   51.76 ,          1
   79 ,      28.61 ,   51.81 ,          1
   79 ,      28.63 ,   51.81 ,          1
   81 ,      28.61 ,   51.87 ,          1
   81 ,      28.61 ,   51.9  ,          1
   99 ,      28.61 ,   51.91 ,          1
   99 ,      28.61 ,   51.96 ,          1
   53 ,      28.61 ,   51.98 ,          1
   53 ,      28.61 ,   52.02 ,          1
   40 ,      28.61 ,   52.08 ,          1
   40 ,      28.61 ,   52.09 ,          1
   50 ,      28.6  ,   52.13 ,          1
   50 ,      28.6  ,   52.17 ,          1
   62 ,      28.6  ,   52.17 ,          1
   62 ,      28.58 ,   52.2  ,          1
   48 ,      28.6  ,   52.24 ,          1
   48 ,      28.58 ,   52.24 ,          1
   86 ,      28.58 ,   52.24 ,          1
   86 ,      28.57 ,   52.26 ,          1
   34 ,      28.57 ,   52.26 ,          1
   34 ,      28.57 ,   52.26 ,          1
   58 ,      28.56 ,   52.26 ,          1
   58 ,      28.57 ,   52.28 ,          1
   72 ,      28.56 ,   52.26 ,          1
   72 ,      28.56 ,   52.28 ,          1
   36 ,      28.54 ,   52.3  ,          1
   36 ,      28.56 ,   52.3  ,          1
   62 ,      28.54 ,   52.32 ,          1
   62 ,      28.54 ,   52.3  ,          1
   52 ,      28.53 ,   52.29 ,          1
   52 ,      28.53 ,   52.29 ,          1
   49 ,      28.52 ,   52.3  ,          1
   49 ,      28.52 ,   52.29 ,          1
   66 ,      28.52 ,   52.29 ,          1
   66 ,      28.52 ,   52.29 ,          1
   45 ,      28.5  ,   52.3  ,          1
   45 ,      28.53 ,   52.3  ,          1
   72 ,      28.52 ,   52.3  ,          1
   72 ,      28.52 ,   52.3  ,          1
   41 ,      28.5  ,   52.32 ,          1
   41 ,      28.52 ,   52.32 ,          1
   74 ,      28.5  ,   52.32 ,          1
   74 ,      28.5  ,   52.34 ,          1
   44 ,      28.5  ,   52.36 ,          1
   44 ,      28.49 ,   52.36 ,          1
  106 ,      28.48 ,   52.36 ,          1
  106 ,      28.49 ,   52.36 ,          1
   93 ,      28.49 ,   52.44 ,          1
   93 ,      28.48 ,   52.46 ,          1
   75 ,      28.48 ,   52.45 ,          1
   75 ,      28.48 ,   52.45 ,          1
   89 ,      28.46 ,   52.46 ,          1
   89 ,      28.48 ,   52.48 ,          1
   65 ,      28.46 ,   52.48 ,          1
   65 ,      28.46 ,   52.48 ,          1
   67 ,      28.46 ,   52.51 ,          1
   67 ,      28.46 ,   52.51 ,          1
   42 ,      28.46 ,   52.51 ,          1
   42 ,      28.45 ,   52.51 ,          1
   54 ,      28.45 ,   52.55 ,          1
   54 ,      28.45 ,   52.55 ,          1
   49 ,      28.43 ,   52.55 ,          1
   49 ,      28.43 ,   52.53 ,          1
   67 ,      28.43 ,   52.53 ,          1
   67 ,      28.43 ,   52.53 ,          1
   59 ,      28.43 ,   52.53 ,          1
   59 ,      28.43 ,   52.51 ,          1
   74 ,      28.43 ,   52.55 ,          1
